Kraj,Okres,Obec,Kod obce,Okrsek,Vydané obálky,Odevzdané obálky,Platné hlasy,Obèanská demokratická strana,Øád národa - Vlastenecká unie,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,Èeská strana sociálnì demokratická,Radostné Èesko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická strana Èech a Moravy,Strana zelenıch,ROZUMNÍ - stop migraci a diktátu EU,Strana svobodnıch obèanù,Blok proti islamizaci - Obrana domova,Obèanská demokratická aliance,Èeská pirátská strana,Unie H.A.V.E.L.,Referendum o EU	Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,Sdruení pro republiku,Køesanská a demokratická unie,Èeská strana národnì sociální,REALISTÉ,SPORTOVCI,Dìlnická strana sociální spravedlnosti,Svoboda a pøímá demokracie,Strana Práv Obèanù
Støedoèeskı kraj,Beroun,Beroun,531057,6,790,498,498,51,2,0,25,0,23,39,6,4,22,1,0,81,0,0,35,143,0,1,8,0,0,1,0,54,2
