Kraj,Okres,Obec,Kód obce,Vydané obálky,Odevzdané obálky,Platné hlasy,Obèanská demokratická strana,Øád národa - Vlastenecká unie,CESTA ODPOVÌDNÉ SPOLEÈNOSTI,Èeská strana sociálnì demokratická,Volte Pravı Blok,Radostné Èesko,STAROSTOVÉ A NEZÁVISLÍ,Komunistická strana Èech a Moravy,Strana zelenıch,ROZUMNÍ - stop migraci a diktátu EU,Spoleènost proti developerské vıstavbì v Prokopském údolí,Strana svobodnıch obèanù,Blok proti islamizaci - Obrana domova,Obèanská demokratická aliance,Èeská pirátská strana,OBÈANÉ 2011-SPRAVEDLNOST PRO LIDI,Unie H.A.V.E.L.,Èeská národní fronta,Referendum o EU	Referendum o Evropské unii,TOP 09,ANO 2011,Dobrá volba 2016,Sdruení pro republiku,Køesanská a demokratická unie,Èeská strana národnì sociální,REALISTÉ,SPORTOVCI,Dìlnická strana sociální spravedlnosti,Svoboda a pøímá demokracie,Strana Práv Obèanù,Národ Sobì
Støedoèeskı kraj,Beroun,Bavorynì,534421,239,151,150,18,0,0,6,0,0,8,7,5,2,0,4,0,0,16,0,0,0,0,11,55,0,2,3,0,0,0,2,11,0,0
